author_id,institution,country_code,is_industry_elite,is_academic_elite,is_elite_overall
https://openalex.org/A5009239144,Google DeepMind (United Kingdom),GB,1,0,1
https://openalex.org/A5074976302,Unknown,Unknown,0,0,0
https://openalex.org/A5075214995,Unknown,Unknown,0,0,0
https://openalex.org/A5079380441,Unknown,Unknown,0,0,0
https://openalex.org/A5065368881,Google (United States),US,1,0,1
https://openalex.org/A5084499878,Lutheran University of Applied Sciences Nuremberg,DE,0,0,0
https://openalex.org/A5100347785,Tongji University,CN,0,1,1
https://openalex.org/A5085020955,Citigroup,US,0,0,0
https://openalex.org/A5087368991,Microsoft (Netherlands),NL,1,0,1
https://openalex.org/A5071983998,Carnegie Mellon University,US,0,1,1
https://openalex.org/A5004160420,Oxford Centre for Computational Neuroscience,GB,0,1,1
https://openalex.org/A5024777042,Unknown,Unknown,0,0,0
https://openalex.org/A5007901825,University of Edinburgh,GB,0,1,1
https://openalex.org/A5102890597,University of Cambridge,GB,0,1,1
https://openalex.org/A5013431623,Unknown,Unknown,0,0,0
https://openalex.org/A5062951341,Google (United States),US,1,0,1
https://openalex.org/A5041323275,California Institute of Technology,US,0,1,1
https://openalex.org/A5052551454,University of Massachusetts Amherst,US,0,0,0
https://openalex.org/A5061960274,Adobe Systems (United States),US,0,0,0
https://openalex.org/A5102883508,The University of Sydney,AU,0,1,1
https://openalex.org/A5010292297,Indian Institute of Science Bangalore,IN,0,0,0
https://openalex.org/A5100627109,Unknown,Unknown,0,0,0
https://openalex.org/A5004385039,Chan Zuckerberg Initiative (United States),US,0,0,0
https://openalex.org/A5000080119,Koç University,TR,0,0,0
https://openalex.org/A5074809120,Hacettepe University,TR,0,0,0
https://openalex.org/A5012859570,Unknown,Unknown,0,0,0
https://openalex.org/A5057980326,Kunsan National University,KR,0,0,0
https://openalex.org/A5031860916,Unknown,Unknown,0,0,0
https://openalex.org/A5059792149,Unknown,Unknown,0,0,0
https://openalex.org/A5101466411,Unknown,Unknown,0,0,0
https://openalex.org/A5067036768,Unknown,Unknown,0,0,0
https://openalex.org/A5030409494,Unknown,Unknown,0,0,0
https://openalex.org/A5103033393,Columbia University,US,0,1,1
https://openalex.org/A5017985443,Unknown,Unknown,0,0,0
https://openalex.org/A5030440955,Unknown,Unknown,0,0,0
https://openalex.org/A5090113830,Unknown,Unknown,0,0,0
https://openalex.org/A5073514348,Canada Research Chairs,CA,0,0,0
https://openalex.org/A5005817824,Cisco Systems (United States),US,0,0,0
https://openalex.org/A5024901763,Google (United States),US,1,0,1
https://openalex.org/A5030891292,Unknown,Unknown,0,0,0
https://openalex.org/A5065728469,Seoul National University,KR,0,1,1
https://openalex.org/A5037555476,Stevens Institute of Technology,US,0,0,0
https://openalex.org/A5100413602,Beijing University of Posts and Telecommunications,CN,0,0,0
https://openalex.org/A5085748370,"Istituto Nazionale di Fisica Nucleare, Galileo Galilei Institute for Theoretical Physics",IT,0,0,0
https://openalex.org/A5035836682,Unknown,Unknown,0,0,0
https://openalex.org/A5018830387,DeepMind (United Kingdom),GB,1,0,1
https://openalex.org/A5024065815,University of Florida,US,0,0,0
https://openalex.org/A5113031232,Unknown,Unknown,0,0,0
https://openalex.org/A5019471288,University of Toronto,CA,0,1,1
https://openalex.org/A5055399590,OpenAI (United States),US,1,0,1
https://openalex.org/A5025335469,Unknown,Unknown,0,0,0
https://openalex.org/A5072811055,Unknown,Unknown,0,0,0
https://openalex.org/A5069030737,Unknown,Unknown,0,0,0
https://openalex.org/A5100434277,South China University of Technology,CN,0,0,0
https://openalex.org/A5086706224,Johns Hopkins University,US,0,1,1
https://openalex.org/A5057678172,University of Oxford,GB,0,1,1
https://openalex.org/A5100668696,MediaTek (China),CN,0,0,0
https://openalex.org/A5100406050,Qingdao University,CN,0,0,0
https://openalex.org/A5010851725,University of Illinois Urbana-Champaign,US,0,0,0
https://openalex.org/A5038328783,Unknown,Unknown,0,0,0
https://openalex.org/A5014436524,Anhui University,CN,0,0,0
https://openalex.org/A5036447132,Unknown,Unknown,0,0,0
https://openalex.org/A5113017615,Mohamed bin Zayed University of Artificial Intelligence,AE,0,0,0
https://openalex.org/A5039302902,Ewha Womans University,KR,0,0,0
https://openalex.org/A5024508073,University of Amsterdam,NL,0,1,1
https://openalex.org/A5060511349,University of Oxford,GB,0,1,1
https://openalex.org/A5070920982,Unknown,Unknown,0,0,0
https://openalex.org/A5075906727,Boston University,US,0,1,1
https://openalex.org/A5071715737,Google (United States),US,1,0,1
https://openalex.org/A5044512769,Princeton University,US,0,1,1
https://openalex.org/A5100424261,University of Science and Technology of China,CN,0,1,1
https://openalex.org/A5079301873,Unknown,Unknown,0,0,0
https://openalex.org/A5073139380,Hong Kong University of Science and Technology,HK,0,1,1
https://openalex.org/A5048353325,Zhejiang Sci-Tech University,CN,0,0,0
https://openalex.org/A5064805926,Tongji University,CN,0,1,1
https://openalex.org/A5085248097,Google (United States),US,1,0,1
https://openalex.org/A5030468199,Mitre (United States),US,0,0,0
https://openalex.org/A5008417257,Hebei Medical University,CN,0,0,0
https://openalex.org/A5075004917,Unknown,Unknown,0,0,0
https://openalex.org/A5101787514,IBM (United States),US,1,0,1
https://openalex.org/A5100406725,Jiangnan University,CN,0,0,0
https://openalex.org/A5101265241,Unknown,Unknown,0,0,0
https://openalex.org/A5026151059,Ruhr University Bochum,DE,0,0,0
https://openalex.org/A5101595563,Constructor University,DE,0,0,0
https://openalex.org/A5053034244,Unknown,Unknown,0,0,0
https://openalex.org/A5024481540,Unknown,Unknown,0,0,0
https://openalex.org/A5010173604,Tsinghua University,CN,0,1,1
https://openalex.org/A5036811894,Unknown,Unknown,0,0,0
https://openalex.org/A5049093671,ShangHai JiAi Genetics & IVF Institute,CN,0,0,0
https://openalex.org/A5081819708,Unknown,Unknown,0,0,0
https://openalex.org/A5012276327,University of Toronto,CA,0,1,1
https://openalex.org/A5051459492,Unknown,Unknown,0,0,0
https://openalex.org/A5065386783,Unknown,Unknown,0,0,0
https://openalex.org/A5015927589,Google (United States),US,1,0,1
https://openalex.org/A5091387733,Unknown,Unknown,0,0,0
https://openalex.org/A5101973708,Indian Institute of Technology Kharagpur,IN,0,0,0
https://openalex.org/A5100891241,Unknown,Unknown,0,0,0
https://openalex.org/A5041213674,Unknown,Unknown,0,0,0
https://openalex.org/A5101567525,National Earthquake Response Support Service,CN,0,0,0
https://openalex.org/A5112080886,Macau University of Science and Technology,MO,0,0,0
https://openalex.org/A5047130674,Google (United States),US,1,0,1
https://openalex.org/A5033975914,Unknown,Unknown,0,0,0
https://openalex.org/A5042662187,Unknown,Unknown,0,0,0
https://openalex.org/A5058289754,Technical University of Munich,DE,0,1,1
https://openalex.org/A5100397026,Tianjin University of Technology,CN,0,0,0
https://openalex.org/A5115602506,State Administration of Cultural Heritage,CN,0,0,0
https://openalex.org/A5045861415,Unknown,Unknown,0,0,0
https://openalex.org/A5009547049,Washington University in St. Louis,US,0,0,0
https://openalex.org/A5100397616,Changchun University of Science and Technology,CN,0,0,0
https://openalex.org/A5100432460,Northwest University,CN,0,0,0
https://openalex.org/A5100440604,Jiangnan University,CN,0,0,0
https://openalex.org/A5001987532,University of North Carolina at Chapel Hill,US,0,0,0
https://openalex.org/A5112749024,Unknown,Unknown,0,0,0
https://openalex.org/A5037233582,Capital Medical University,CN,0,0,0
https://openalex.org/A5023752172,Buffalo State University,US,0,0,0
https://openalex.org/A5080591144,Unknown,Unknown,0,0,0
https://openalex.org/A5010253402,Jiangsu University,CN,0,0,0
https://openalex.org/A5019928111,"University of Maryland, College Park",US,0,1,1
https://openalex.org/A5088551093,Ton Duc Thang University,VN,0,0,0
https://openalex.org/A5013695358,Carnegie Mellon University,US,0,1,1
https://openalex.org/A5103141832,South China Agricultural University,CN,0,0,0
https://openalex.org/A5002316432,University of Groningen,NL,0,0,0
https://openalex.org/A5077783791,KU Leuven,BE,0,1,1
https://openalex.org/A5075885606,Mila - Quebec Artificial Intelligence Institute,CA,0,0,0
https://openalex.org/A5108373424,Unknown,Unknown,0,0,0
https://openalex.org/A5050229964,The University of Tokyo,JP,0,1,1
https://openalex.org/A5100641283,Fujian Normal University,CN,0,0,0
https://openalex.org/A5082767919,Amherst College,US,0,0,0
https://openalex.org/A5084332360,Rochester Institute of Technology,US,0,0,0
https://openalex.org/A5044267273,Adobe Systems (United States),US,0,0,0
https://openalex.org/A5032004510,Unknown,Unknown,0,0,0
https://openalex.org/A5085608858,University of California San Diego,US,0,0,0
https://openalex.org/A5062586768,Fujian Medical University,CN,0,0,0
https://openalex.org/A5103947107,Qazvin Islamic Azad University,IR,0,0,0
https://openalex.org/A5002869474,Electric Power Research Institute,US,0,0,0
https://openalex.org/A5025113992,Unknown,Unknown,0,0,0
https://openalex.org/A5100715425,PLA Information Engineering University,CN,0,0,0
https://openalex.org/A5101989491,University of Illinois Urbana-Champaign,US,0,0,0
https://openalex.org/A5079489298,Chongqing University,CN,0,0,0
https://openalex.org/A5027446640,Zhejiang Chinese Medical University,CN,0,0,0
https://openalex.org/A5068176584,Unknown,Unknown,0,0,0
https://openalex.org/A5010465328,Unknown,Unknown,0,0,0
https://openalex.org/A5088888805,University of Waterloo,CA,0,1,1
https://openalex.org/A5003020003,Hebei General Hospital,CN,0,0,0
https://openalex.org/A5018646392,Unknown,Unknown,0,0,0
https://openalex.org/A5014055962,Unknown,Unknown,0,0,0
https://openalex.org/A5113452656,NTT (Japan),JP,0,0,0
https://openalex.org/A5110942123,Adobe Systems (United States),US,0,0,0
https://openalex.org/A5028439718,Unknown,Unknown,0,0,0
https://openalex.org/A5041797310,Unknown,Unknown,0,0,0
https://openalex.org/A5008084569,Unknown,Unknown,0,0,0
https://openalex.org/A5101569881,Ericsson (Sweden),SE,0,0,0
https://openalex.org/A5029864677,Unknown,Unknown,0,0,0
https://openalex.org/A5107212158,Indian Association for the Cultivation of Science,IN,0,0,0
https://openalex.org/A5100355692,University of Leeds,GB,0,1,1
https://openalex.org/A5046448314,Central Conservatory of Music,CN,0,0,0
https://openalex.org/A5046006076,"University of Maryland, College Park",US,0,1,1
https://openalex.org/A5100455129,Shenyang Aerospace University,CN,0,0,0
https://openalex.org/A5091175785,Canadian Institute for Advanced Research,CA,0,0,0
https://openalex.org/A5111222692,BMJ Group (United Kingdom),,0,0,0
https://openalex.org/A5087088138,Stanford University,US,0,1,1
https://openalex.org/A5100693798,Hannam University,KR,0,0,0
https://openalex.org/A5008715111,The University of Texas at Austin,US,0,1,1
https://openalex.org/A5000111344,Amazon (United States),US,1,0,1
https://openalex.org/A5107808331,Tongji University,CN,0,1,1
https://openalex.org/A5062546146,Unknown,Unknown,0,0,0
https://openalex.org/A5070905937,Northern Illinois University,US,0,0,0
https://openalex.org/A5110579339,Tencent (China),CN,1,0,1
https://openalex.org/A5023053982,Karlsruhe Institute of Technology,DE,0,0,0
https://openalex.org/A5046228314,Unknown,Unknown,0,0,0
https://openalex.org/A5100731169,Shanghai Jiao Tong University,CN,0,1,1
https://openalex.org/A5107249743,Huazhong University of Science and Technology,CN,0,0,0
https://openalex.org/A5100455135,Chongqing University,CN,0,0,0
https://openalex.org/A5086000078,Xi'an University of Architecture and Technology,CN,0,0,0
https://openalex.org/A5035914396,Unknown,Unknown,0,0,0
https://openalex.org/A5083212922,Unknown,Unknown,0,0,0
https://openalex.org/A5107859338,Google (United States),US,1,0,1
https://openalex.org/A5035427716,Google (United States),US,1,0,1
https://openalex.org/A5084830556,China University of Mining and Technology,CN,0,0,0
https://openalex.org/A5065912572,Unknown,Unknown,0,0,0
https://openalex.org/A5109250040,Unknown,Unknown,0,0,0
https://openalex.org/A5100349974,National University of Defense Technology,CN,0,0,0
https://openalex.org/A5041145688,École Polytechnique Fédérale de Lausanne,CH,0,0,0
https://openalex.org/A5090341705,Unknown,Unknown,0,0,0
https://openalex.org/A5112985399,Shanghai University,CN,0,0,0
https://openalex.org/A5031789995,Google (United States),US,1,0,1
https://openalex.org/A5041114345,Unknown,Unknown,0,0,0
https://openalex.org/A5068438716,Google (United States),US,1,0,1
https://openalex.org/A5020785659,Unknown,Unknown,0,0,0
https://openalex.org/A5100392048,Beijing Jiaotong University,CN,0,0,0
https://openalex.org/A5025689655,Google (United States),US,1,0,1
https://openalex.org/A5076150774,Unknown,Unknown,0,0,0
https://openalex.org/A5101688710,Amazon (United States),US,1,0,1
https://openalex.org/A5103575803,Unknown,Unknown,0,0,0
https://openalex.org/A5060717631,Diocese of Brooklyn,US,0,0,0
https://openalex.org/A5015547427,Unknown,Unknown,0,0,0
https://openalex.org/A5034451145,Shibuya (Japan),JP,0,0,0
https://openalex.org/A5060065053,Unknown,Unknown,0,0,0
https://openalex.org/A5052500398,Nelson Mandela University,ZA,0,0,0
https://openalex.org/A5081928534,Google (United States),US,1,0,1
https://openalex.org/A5100999642,Unknown,Unknown,0,0,0
https://openalex.org/A5002806249,Unknown,Unknown,0,0,0
https://openalex.org/A5067705729,Unknown,Unknown,0,0,0
https://openalex.org/A5008717888,Unknown,Unknown,0,0,0
https://openalex.org/A5020994673,"Chinese University of Hong Kong, Shenzhen",CN,0,1,1
https://openalex.org/A5016080094,Ministry of Education of the People's Republic of China,CN,0,0,0
https://openalex.org/A5027450194,Unknown,Unknown,0,0,0
https://openalex.org/A5068811427,Unknown,Unknown,0,0,0
https://openalex.org/A5040508737,Unknown,Unknown,0,0,0
https://openalex.org/A5049100391,Anhui University,CN,0,0,0
https://openalex.org/A5100426170,Chongqing University of Posts and Telecommunications,CN,0,0,0
https://openalex.org/A5100447691,Peking University,CN,0,1,1
https://openalex.org/A5100402911,Shenzhen Institute of Information Technology,CN,0,0,0
https://openalex.org/A5015785439,Chinese Academy of Sciences,CN,0,0,0
https://openalex.org/A5100454211,Shanghai International Studies University,CN,0,0,0
https://openalex.org/A5100701572,Tufts Medical Center,US,0,0,0
https://openalex.org/A5100699426,Harbin Normal University,CN,0,0,0
https://openalex.org/A5100432795,Hunan University of Science and Technology,CN,0,0,0
https://openalex.org/A5055232825,Tianjin University of Technology,CN,0,0,0
https://openalex.org/A5024849044,Chinese Academy of Sciences,CN,0,0,0
https://openalex.org/A5100319572,Academy of Mathematics and Systems Science,CN,0,0,0
https://openalex.org/A5066326238,Xiamen University,CN,0,0,0
https://openalex.org/A5100677198,North China Electric Power University,CN,0,0,0
https://openalex.org/A5100324098,Jiangnan University,CN,0,0,0
https://openalex.org/A5021246376,Ministry of Culture,IN,0,0,0
https://openalex.org/A5103103242,China University of Geosciences,CN,0,0,0
https://openalex.org/A5053947568,Lutheran University of Applied Sciences Nuremberg,DE,0,0,0
https://openalex.org/A5064113904,Unknown,Unknown,0,0,0
https://openalex.org/A5100393616,Peking University,CN,0,1,1
https://openalex.org/A5069954850,Unknown,Unknown,0,0,0
https://openalex.org/A5024821632,Qingdao Agricultural University,CN,0,0,0
https://openalex.org/A5103119755,Henan University of Science and Technology,CN,0,0,0
https://openalex.org/A5016877422,Guangxi Medical University,CN,0,0,0
https://openalex.org/A5100418120,Texas A&M University – San Antonio,US,0,0,0
https://openalex.org/A5005411806,Unknown,Unknown,0,0,0
https://openalex.org/A5047428600,eBay (Ireland),IE,0,0,0
https://openalex.org/A5071533156,Unknown,Unknown,0,0,0
https://openalex.org/A5010396788,Unknown,Unknown,0,0,0
https://openalex.org/A5030087918,New York University,US,0,1,1
https://openalex.org/A5100430087,University of Electronic Science and Technology of China,CN,0,0,0
https://openalex.org/A5100363719,Hefei University of Technology,CN,0,0,0
https://openalex.org/A5101693712,Columbia University,US,0,1,1
https://openalex.org/A5062886906,Unknown,Unknown,0,0,0
https://openalex.org/A5054582135,Shibaura Institute of Technology,JP,0,0,0
https://openalex.org/A5008107321,Unknown,Unknown,0,0,0
https://openalex.org/A5100456700,South China Agricultural University,CN,0,0,0
https://openalex.org/A5102020195,Shanghai Jiao Tong University,CN,0,1,1
https://openalex.org/A5044818616,Unknown,Unknown,0,0,0
https://openalex.org/A5086583247,Unknown,Unknown,0,0,0
https://openalex.org/A5100371800,Roskilde University,DK,0,0,0
https://openalex.org/A5079786074,Unknown,Unknown,0,0,0
https://openalex.org/A5103297461,Unknown,Unknown,0,0,0
https://openalex.org/A5081831578,Unknown,Unknown,0,0,0
https://openalex.org/A5076683869,Unknown,Unknown,0,0,0
https://openalex.org/A5064573190,University of Science and Technology,YE,0,0,0
https://openalex.org/A5032046813,Salesforce (United States),US,0,0,0
https://openalex.org/A5020025718,Sichuan University,CN,0,0,0
https://openalex.org/A5101884287,Microsoft (United States),US,1,0,1
https://openalex.org/A5114910293,Microsoft (United States),US,1,0,1
https://openalex.org/A5100406711,Western University,CA,0,0,0
https://openalex.org/A5025255782,Qinghai University,CN,0,0,0
https://openalex.org/A5100716372,University of Science and Technology of China,CN,0,1,1
https://openalex.org/A5070642269,Unknown,Unknown,0,0,0
https://openalex.org/A5108093963,Unknown,Unknown,0,0,0
https://openalex.org/A5034770439,Shanxi University,CN,0,0,0
https://openalex.org/A5070594684,University of Cambridge,GB,0,1,1
https://openalex.org/A5076635608,Unknown,Unknown,0,0,0
https://openalex.org/A5058353424,Unknown,Unknown,0,0,0
https://openalex.org/A5074210163,Unknown,Unknown,0,0,0
https://openalex.org/A5024040521,Shanghai University,CN,0,0,0
https://openalex.org/A5005771535,University of Zurich,CH,0,1,1
https://openalex.org/A5101404695,Freie Universität Berlin,DE,0,0,0
https://openalex.org/A5062910836,University of Washington,US,0,1,1
https://openalex.org/A5059955534,Unknown,Unknown,0,0,0
https://openalex.org/A5045872048,Tel Aviv University,IL,0,0,0
https://openalex.org/A5010165733,Unknown,Unknown,0,0,0
https://openalex.org/A5058158588,University of Science and Technology of China,CN,0,1,1
https://openalex.org/A5103153703,Université de Toulon,FR,0,0,0
https://openalex.org/A5107838508,Unknown,Unknown,0,0,0
https://openalex.org/A5079315903,Unknown,Unknown,0,0,0
https://openalex.org/A5005513786,Microsoft Research (India),IN,1,0,1
https://openalex.org/A5014855689,Unknown,Unknown,0,0,0
https://openalex.org/A5041906762,University of Southern California,US,0,1,1
https://openalex.org/A5057693146,Microsoft (United States),US,1,0,1
https://openalex.org/A5034826937,Microsoft Research (United Kingdom),GB,1,0,1
https://openalex.org/A5015656536,Microsoft (United States),US,1,0,1
https://openalex.org/A5112347601,Unknown,Unknown,0,0,0
https://openalex.org/A5023824766,Chang'an University,CN,0,0,0
https://openalex.org/A5041559636,Amazon (United States),US,1,0,1
https://openalex.org/A5102007730,Anhui University,CN,0,0,0
https://openalex.org/A5103789387,Jain University,IN,0,0,0
https://openalex.org/A5070368916,Unknown,Unknown,0,0,0
https://openalex.org/A5031170568,Unknown,Unknown,0,0,0
https://openalex.org/A5103126568,HEC Montréal,CA,0,0,0
https://openalex.org/A5074288533,IBM (United States),US,1,0,1
https://openalex.org/A5090173005,Tianjin University,CN,0,0,0
https://openalex.org/A5054371148,Unknown,Unknown,0,0,0
https://openalex.org/A5100342785,Kumoh National Institute of Technology,KR,0,0,0
https://openalex.org/A5077805110,QED Labs,US,0,0,0
https://openalex.org/A5043840749,University of Siena,IT,0,0,0
https://openalex.org/A5004295653,Unknown,Unknown,0,0,0
https://openalex.org/A5046449484,Unknown,Unknown,0,0,0
https://openalex.org/A5100388716,Unknown,Unknown,0,0,0
https://openalex.org/A5027281004,Tianjin University of Technology,CN,0,0,0
https://openalex.org/A5100748135,Kyung Hee University,KR,0,0,0
https://openalex.org/A5100412598,Northwest Institute of Eco-Environment and Resources,CN,0,0,0
https://openalex.org/A5023802054,Oracle (United States),US,0,0,0
https://openalex.org/A5100461646,Qingdao University,CN,0,0,0
https://openalex.org/A5010087030,Chinese University of Hong Kong,CN,0,1,1
https://openalex.org/A5005626854,Nanyang Technological University,SG,0,1,1
https://openalex.org/A5067919401,University of Washington,US,0,1,1
https://openalex.org/A5075825791,Unknown,Unknown,0,0,0
https://openalex.org/A5010124873,Massachusetts Institute of Technology,US,0,1,1
https://openalex.org/A5082305994,University of Washington,US,0,1,1
https://openalex.org/A5030425660,Gauhati University,IN,0,0,0
https://openalex.org/A5082417280,University of Helsinki,FI,0,0,0
https://openalex.org/A5101294804,Shanghai Jiao Tong University,CN,0,1,1
https://openalex.org/A5101538534,Wuhan University of Technology,CN,0,0,0
https://openalex.org/A5084415727,Unknown,Unknown,0,0,0
https://openalex.org/A5023845728,Shenzhen University,CN,0,0,0
https://openalex.org/A5100696068,Tianjin University of Technology,CN,0,0,0
https://openalex.org/A5100695700,Korea University,KR,0,1,1
https://openalex.org/A5100394046,Sinopec (China),CN,0,0,0
https://openalex.org/A5101900435,Beijing Normal University,CN,0,0,0
https://openalex.org/A5020910026,University of North Carolina at Chapel Hill,US,0,0,0
https://openalex.org/A5108137151,Unknown,Unknown,0,0,0
https://openalex.org/A5103958886,Unknown,Unknown,0,0,0
https://openalex.org/A5080652935,University of Idaho,US,0,0,0
https://openalex.org/A5078100073,The University of Sydney,AU,0,1,1
https://openalex.org/A5064265174,Unknown,Unknown,0,0,0
https://openalex.org/A5005058150,Google (United States),US,1,0,1
https://openalex.org/A5013097792,Georgia Institute of Technology,US,0,1,1
https://openalex.org/A5014407395,Unknown,Unknown,0,0,0
https://openalex.org/A5020758501,Unknown,Unknown,0,0,0
https://openalex.org/A5077450332,Unknown,Unknown,0,0,0
https://openalex.org/A5062940343,Unknown,Unknown,0,0,0
https://openalex.org/A5100675370,Unknown,Unknown,0,0,0
https://openalex.org/A5101748510,Harbin Institute of Technology,CN,0,1,1
https://openalex.org/A5033945505,University of Cape Town,ZA,0,0,0
