work_id,stage,arxiv_id,arxiv_primary_category,arxiv_type,total_authors,team_hss_dna_pct,clean_work_id,citations,year,yearly_mean,RCR,Log_RCR,Reference_Count,Prior_Knowledge_Stock,HSS_Diversity,HSS_Continuous,log_team_size,log_prior_knowledge,HSS_Bin,Hit_Rate_10_year,Hit_Rate_10_year_cat,title,publication_year_phase,concepts_norm_str,has_hss_concepts,Socially_Embedded_Topic,phase_match_flag,Citation_Entropy,Citation_Field_Diversity,Citing_Profile_Coverage,Citing_Profile_Present,HSS_Citing_Share,NonCS_Citation_Share,Total_Citing_Profile_Count,citing_missing_flag,InternalRef_Total,InternalRef_Matched,InternalRef_HSS_Matched,InternalRef_Coverage,HSS_Reference_Share_Internal_MatchedBase,HSS_Reference_Share_Internal_TotalBase,RefMeta_Total,RefMeta_Matched,RefMeta_Coverage,Mean_Reference_Age,Median_Reference_Age,Recent_Reference_Share_3y,Mean_Log_Ref_Citations,Median_Log_Ref_Citations,citing_disciplines_json,referenced_works_json,normalized_work_id,normalized_work_id_result,resolved_work_id,status,error_stage,error_detail,reference_count_total,reference_count_with_primary_topic,reference_count_missing_primary_topic,reference_count_unresolved,reference_topic_coverage,reference_field_diversity,reference_entropy,hss_reference_share,cs_core_reference_share,processed_at_utc
W4381247878,Phase3,2306.09579,cs.CV,Type 0 (Pure CS),14,1.0,W4381247878,3,2023,6.022982388233017,0.4980921089626696,0.4041923711637791,0,526,0.0,0.1,2.70805020110221,6.267200548541362,Low HSS,0,0,MedFMC: A Real-world Dataset and Benchmark For Foundation Model Adaptation in Medical Image Classification,2023,"Computer Science; Artificial intelligence; Machine learning; Data science; Business, Management and Accounting; Arts and Humanities; Biology; Geodesy; Paleontology; Geography",1,1,1,1.6769877743224173,6.0,3.0,1,0.1111111111111111,0.6666666666666666,9.0,has_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,"{""Computer science"": 3, ""Business"": 1, ""Engineering"": 1, ""Medicine"": 2, ""Geography"": 1, ""Physics"": 1}",[],W4381247878,W4381247878,,LEGACY_ZERO_TOTAL,,,0.0,0.0,0.0,,,0.0,,,,2026-06-09T20:55:47.742630
W4389115408,Phase3,2311.14838,cs.CL,Type 0 (Pure CS),10,1.0,W4389115408,1,2023,6.022982388233017,0.1660307029875565,0.1536054194748956,0,122,0.04,0.1,2.3978952727983707,4.812184355372417,Low HSS,0,0,"OpusCleaner and OpusTrainer, open source toolkits for training Machine Translation and Large language models",2023,"Computer Science; Artificial intelligence; Machine learning; Natural language processing; Programming language; World Wide Web; Epistemology; Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance",1,1,1,0.6931471805599453,2.0,2.0,1,0.5,0.5,2.0,has_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,"{""Computer science"": 1, ""Philosophy"": 1}",[],W4389115408,W4389115408,,LEGACY_ZERO_TOTAL,,,0.0,0.0,0.0,,,0.0,,,,2026-06-09T20:57:00.138822
W4416360693,Phase3,2511.12869,cs.LG,Type 0 (Pure CS),15,1.0,W4416360693,0,2025,0.0965106722123982,0.0,0.0,0,87,0.0,0.1,2.772588722239781,4.477336814478207,Low HSS,1,1,On the Fundamental Limits of LLMs at Scale,2025,Computer Science; Theoretical computer science; Algorithm; Artificial intelligence; Mathematics; Discrete mathematics,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4416360693,W4416360693,,LEGACY_ZERO_TOTAL,,,0.0,0.0,0.0,,,0.0,,,,2026-06-09T21:00:35.580977
W4417223245,Phase3,2504.00048,cs.CL,Type 0 (Pure CS),13,1.0,W4417223245,0,2025,0.0965106722123982,0.0,0.0,0,42,0.0431257463703528,0.1,2.6390573296152584,3.7612001156935615,Low HSS,1,1,Distill-C: Enhanced NL2SQL via Distilled Customization with LLMs,2025,Computer Science; Artificial intelligence; Machine learning,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4417223245,W4417223245,,LEGACY_ZERO_TOTAL,,,0.0,0.0,0.0,,,0.0,,,,2026-06-09T21:03:31.394494
W7123824377,Phase3,2601.0716,cs.AI,Type 0 (Pure CS),20,1.0,W7123824377,0,2026,0.0019315673289183,0.0,0.0,0,92,0.0552770798392566,0.1,3.044522437723423,4.532599493153256,Low HSS,1,1,AscendKernelGen: A Systematic Study of LLM-Based Kernel Generation for Neural Processing Units,2026,Computer Science; Artificial intelligence; Machine learning,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W7123824377,W7123824377,,LEGACY_ZERO_TOTAL,,,0.0,0.0,0.0,,,0.0,,,,2026-06-09T21:06:09.092978
W4415335975,Phase3,2509.24046,cs.MA,Type 0 (Pure CS),7,1.0,W4415335975,0,2025,0.0965106722123982,0.0,0.0,0,85,0.0,0.1,2.079441541679836,4.454347296253507,Low HSS,1,1,PartnerMAS: An LLM Hierarchical Multi-Agent Framework for Business Partner Selection on High-Dimensional Features,2025,Computer Science; Artificial intelligence; Machine learning; Knowledge management; Data science; Data mining; Management science,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4415335975,W4415335975,,LEGACY_ZERO_TOTAL,,,0.0,0.0,0.0,,,0.0,,,,2026-06-09T21:12:11.762807
W4391673360,Phase3,2402.04914,cs.CL,Type 0 (Pure CS),4,1.0,W4391673360,0,2024,1.2295776352414378,0.0,0.0,0,78,0.0,0.1,1.6094379124341005,4.3694478524670215,Low HSS,0,0,Personalized Text Generation with Fine-Grained Linguistic Control,2024,Computer Science; Natural language processing; Arts and Humanities; Artificial intelligence,1,1,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4391673360,,,,,,,,,,,,,,,
W4392222957,Phase3,2402.16671,cs.CL,Type 0 (Pure CS),10,1.0,W4392222957,1,2024,1.2295776352414378,0.8132874015748031,0.5951414418650359,0,283,0.04,0.1,2.3978952727983707,5.648974238161206,Low HSS,0,0,StructLM: Towards Building Generalist Models for Structured Knowledge Grounding,2024,Computer Science; Knowledge management; Engineering; Ecology; Electrical engineering; Biology,0,0,1,0.6931471805599453,2.0,2.0,1,0.0,0.5,2.0,has_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,"{""Computer science"": 1, ""Engineering"": 1}",[],W4392222957,,,,,,,,,,,,,,,
W4416595868,Phase3,2511.17127,cs.CL,Type 0 (Pure CS),20,1.0,W4416595868,0,2025,0.0965106722123982,0.0,0.0,0,120,0.0,0.1,3.044522437723423,4.795790545596741,Low HSS,1,1,"Training Foundation Models on a Full-Stack AMD Platform: Compute, Networking, and System Design",2025,Computer Science; Artificial intelligence; Computer architecture; Machine learning; Distributed computing; Computer engineering; Data mining,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4416595868,,,,,,,,,,,,,,,
W7133324408,Phase3,2603.00576,cs.SD,Type 0 (Pure CS),10,1.0,W7133324408,0,2026,0.0019315673289183,0.0,0.0,0,23,0.0,0.1,2.3978952727983707,3.1780538303479458,Low HSS,1,1,Efficient Long-Sequence Diffusion Modeling for Symbolic Music Generation,2026,Computer Science; Artificial intelligence; Machine learning; Theoretical computer science; Speech recognition,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W7133324408,,,,,,,,,,,,,,,
W4221143761,Phase3,2201.01984,cs.CV,Type 0 (Pure CS),5,1.0,W4221143761,14,2022,9.460077598529711,1.47990329404654,0.9082195650805192,0,228,0.0,0.1,1.791759469228055,5.43372200355424,Low HSS,1,1,Image Captioning via Compact Bidirectional Architecture,2022,Computer Science; Artificial intelligence; Speech recognition; Electrical engineering; Computer security; Engineering,0,0,1,1.9042405428706923,10.0,2.4285714285714284,1,0.2647058823529412,0.5882352941176471,34.0,has_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,"{""Computer science"": 14, ""Chemistry"": 1, ""Physics"": 4, ""Engineering"": 3, ""Economics"": 3, ""Sociology"": 1, ""Philosophy"": 3, ""Geography"": 2, ""Psychology"": 2, ""Mathematics"": 1}",[],W4221143761,,,,,,,,,,,,,,,
W4417026666,Phase3,2512.03276,cs.LG,Type 0 (Pure CS),5,1.0,W4417026666,0,2025,0.0965106722123982,0.0,0.0,0,70,0.0,0.1,1.791759469228055,4.262679877041316,Low HSS,1,1,Too Late to Recall: Explaining the Two-Hop Problem in Multimodal Knowledge Retrieval,2025,Computer Science; Natural language processing; Artificial intelligence; Psychology,1,1,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4417026666,,,,,,,,,,,,,,,
W4405031612,Phase3,2411.19921,cs.CV,Type 0 (Pure CS),8,1.0,W4405031612,0,2024,1.2295776352414378,0.0,0.0,0,129,0.0346410161513775,0.1,2.19722457733622,4.867534450455582,Low HSS,0,0,SIMS: Simulating Stylized Human-Scene Interactions with Retrieval-Augmented Script Generation,2024,Computer Science; Human–computer interaction; Computer graphics (images),0,1,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4405031612,,,,,,,,,,,,,,,
W4415980674,Phase3,2504.03601,cs.CL,Type 0 (Pure CS),15,1.0,W4415980674,0,2025,0.0965106722123982,0.0,0.0,0,606,0.0,0.1,2.772588722239781,6.408528791059498,Low HSS,1,1,APIGen-MT: Agentic Pipeline for Multi-Turn Data Generation via Simulated Agent-Human Interplay,2025,Computer Science; Machine learning; Artificial intelligence; Data mining,0,1,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4415980674,,,,,,,,,,,,,,,
W7127541661,Phase3,2602.02486,cs.CL,Type 0 (Pure CS),20,1.0,W7127541661,0,2026,0.0019315673289183,0.0,0.0,0,90,0.0470588235294117,0.1,3.044522437723423,4.51085950651685,Low HSS,1,1,RE-TRAC: REcursive TRAjectory Compression for Deep Search Agents,2026,Computer Science; Artificial intelligence; Machine learning; Mathematical optimization; Algorithm; Theoretical computer science,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W7127541661,,,,,,,,,,,,,,,
W4405432993,Phase3,2412.09856,cs.CV,Type 1 (Engineering),13,1.0,W4405432993,0,2024,1.2295776352414378,0.0,0.0,0,269,0.0,0.1,2.6390573296152584,5.598421958998375,Low HSS,0,0,LinGen: Towards High-Resolution Minute-Length Text-to-Video Generation with Linear Computational Complexity,2024,Computer Science; Algorithm; Computer graphics (images); Artificial intelligence,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4405432993,,,,,,,,,,,,,,,
W4396986830,Phase3,2405.09045,cs.CV,Type 0 (Pure CS),11,1.0,W4396986830,0,2024,1.2295776352414378,0.0,0.0,0,69,0.03288,0.1,2.4849066497880004,4.248495242049359,Low HSS,0,0,AMSNet: Netlist Dataset for AMS Circuits,2024,Computer Science; Computer hardware,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4396986830,,,,,,,,,,,,,,,
W4416075235,Phase3,2506.04207,cs.LG,Type 0 (Pure CS),10,1.0,W4416075235,0,2025,0.0965106722123982,0.0,0.0,0,143,0.0,0.1,2.3978952727983707,4.969813299576001,Low HSS,1,1,Advancing Multimodal Reasoning: From Optimized Cold Start to Staged Reinforcement Learning,2025,Computer Science; Artificial intelligence; Machine learning; Human–computer interaction,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4416075235,,,,,,,,,,,,,,,
W4406231190,Phase3,2501.04247,astro-ph.IM,Type 2 (Science),20,1.0,W4406231190,0,2025,0.0965106722123982,0.0,0.0,0,81,0.0,0.1,3.044522437723423,4.406719247264253,Low HSS,1,1,TransientVerse: A Comprehensive Real-Time Alert and Multi-Wavelength Analysis System for Transient Astronomical Events,2025,Computer Science; Physics; Astronomy; Real-time computing; Optics; Engineering; Electrical engineering; Operating system,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4406231190,,,,,,,,,,,,,,,
W4399198721,Phase3,2405.19283,cs.CV,Type 0 (Pure CS),5,1.0,W4399198721,0,2024,1.2295776352414378,0.0,0.0,0,302,0.0,0.1,1.791759469228055,5.713732805509369,Low HSS,0,0,Programmable Motion Generation for Open-Set Motion Control Tasks,2024,Computer Science; Artificial intelligence; Computer vision; Engineering; Mathematics; Control engineering; Programming language; Discrete mathematics,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W4399198721,,,,,,,,,,,,,,,
W7134247832,Phase3,2603.06123,cs.CL,Type 0 (Pure CS),6,1.0,W7134247832,0,2026,0.0019315673289183,0.0,0.0,0,54,0.0,0.1,1.9459101490553128,4.007333185232471,Low HSS,1,1,Diffusion Language Models Are Natively Length-Aware,2026,Computer Science; Artificial intelligence; Algorithm; Machine learning; Theoretical computer science; Natural language processing,0,0,1,0.0,0.0,,0,0.0,0.0,0.0,zero_citations_no_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,[],W7134247832,,,,,,,,,,,,,,,
W4377866152,Phase3,2305.11938,cs.CL,Type 0 (Pure CS),27,1.0,W4377866152,3,2023,6.022982388233017,0.4980921089626696,0.4041923711637791,0,436,0.0269093944600037,0.1,3.332204510175204,6.07993319509559,Low HSS,0,0,XTREME-UP: A User-Centric Scarce-Data Benchmark for Under-Represented Languages,2023,Computer Science; Artificial intelligence; Natural language processing; Programming language; Geography; Physics; Optics; Paleontology; Geodesy; Biology,0,1,1,1.8462202193216333,7.0,3.6666666666666665,1,0.5454545454545454,0.7272727272727273,11.0,has_profile,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,"{""Computer science"": 3, ""Psychology"": 2, ""Geography"": 1, ""Philosophy"": 2, ""Mathematics"": 1, ""Economics"": 1, ""Political science"": 1}",[],W4377866152,,,,,,,,,,,,,,,
