author_id,is_treated,event_year_aligned,display_name,institution,country_code,is_industry_elite,is_academic_elite,is_elite_overall
https://openalex.org/A5100785358,1,2015,Yang Li,Zhejiang International Studies University,CN,0.0,0.0,0
https://openalex.org/A5036550290,1,2015,Anthony K. L. Leung,Johns Hopkins University,US,0.0,1.0,1
https://openalex.org/A5004437812,1,2015,Mario Passalacqua,University of Genoa,IT,0.0,1.0,1
https://openalex.org/A5014320924,1,2015,G. Dollinger,Universität der Bundeswehr München,DE,0.0,0.0,0
https://openalex.org/A5004055647,1,2015,Brooke L. Fridley,Children's Mercy Hospital,US,0.0,0.0,0
https://openalex.org/A5059967384,1,2015,Ming‐Jiun Yu,National Taiwan University,TW,0.0,1.0,1
https://openalex.org/A5042102697,1,2015,Satoshi Nakajima,Kyoto University,JP,0.0,1.0,1
https://openalex.org/A5000459628,1,2015,Carmen Criscitiello,Humanitas University,IT,0.0,0.0,0
https://openalex.org/A5027630636,1,2015,Andrew Hendifar,Cedars-Sinai Medical Center,US,0.0,0.0,0
https://openalex.org/A5069374998,1,2015,Mantian Mi,Army Medical University,CN,0.0,0.0,0
https://openalex.org/A5026986071,1,2015,Liang Cao,National Institutes of Health,US,0.0,0.0,0
https://openalex.org/A5100638112,1,2015,Yubin Ge,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5075622613,1,2015,Aaron Carass,Johns Hopkins University,US,0.0,1.0,1
https://openalex.org/A5015341987,1,2015,Michelle A. Rudek,Johns Hopkins University,US,0.0,1.0,1
https://openalex.org/A5015441971,1,2015,Carlo Toniatti,IRBM Science Park,IT,0.0,0.0,0
https://openalex.org/A5068711489,1,2015,Andreas G. Ladurner,Max Planck Institute of Neurobiology,DE,0.0,1.0,1
https://openalex.org/A5049018134,1,2015,Adam P. Dicker,Thomas Jefferson University,US,0.0,0.0,0
https://openalex.org/A5015065739,1,2015,Santina Bruzzone,Ospedale Policlinico San Martino,IT,0.0,0.0,0
https://openalex.org/A5032756469,1,2015,Jennifer A. Pietenpol,Breast Cancer Research Foundation,US,0.0,0.0,0
https://openalex.org/A5031088617,1,2015,David I. Quinn,AbbVie (United States),US,1.0,0.0,1
https://openalex.org/A5100610506,1,2015,Jiang Qian,Jiangsu University,CN,0.0,0.0,0
https://openalex.org/A5009075091,1,2015,Woo Ho Kim,Seoul National University,KR,0.0,1.0,1
https://openalex.org/A5034632931,1,2015,Valentina Guarneri,University of Padua,IT,0.0,0.0,0
https://openalex.org/A5034695241,1,2015,Christian Marth,Innsbruck Medical University,AT,0.0,0.0,0
https://openalex.org/A5034987953,1,2015,Pierfranco Conté,University of Padua,IT,0.0,0.0,0
https://openalex.org/A5091587364,1,2015,Zhenkun Lou,Mayo Clinic in Arizona,US,0.0,0.0,0
https://openalex.org/A5058244284,1,2015,Michael A. Bookman,Kaiser Permanente,US,0.0,0.0,0
https://openalex.org/A5076438320,1,2015,Eileen M. O’Reilly,Memorial Sloan Kettering Cancer Center,US,0.0,0.0,0
https://openalex.org/A5071741514,1,2015,Leonard G. Gomella,Thomas Jefferson University,US,0.0,0.0,0
https://openalex.org/A5069050806,1,2015,Seock‐Ah Im,Seoul National University,KR,0.0,1.0,1
https://openalex.org/A5024220490,0,2015,Ivan Novko,Institute of Electrical Engineering,CN,0.0,0.0,0
https://openalex.org/A5067103422,0,2015,Kristen Bunch,Uniformed Services University of the Health Sciences,US,0.0,0.0,0
https://openalex.org/A5070047184,0,2015,Sven Behnke,University of Bonn,DE,0.0,0.0,0
https://openalex.org/A5072169293,0,2015,Gobinda Saha,Purdue University West Lafayette,US,0.0,1.0,1
https://openalex.org/A5030614439,0,2015,I. Shatheesh Sam,Manonmaniam Sundaranar University,IN,0.0,0.0,0
https://openalex.org/A5021353786,0,2015,Fatima Karbou,Centre National de la Recherche Scientifique,FR,0.0,0.0,0
https://openalex.org/A5100759160,0,2015,Yubing Li,Ministry of Communications,BR,0.0,0.0,0
https://openalex.org/A5009205063,0,2015,Mónica Liberatori,Istituti di Ricovero e Cura a Carattere Scientifico,IT,0.0,0.0,0
https://openalex.org/A5001004880,0,2015,Akram Halli,KLE Technological University,IN,0.0,0.0,0
https://openalex.org/A5012206478,0,2015,Hongbing Cheng,Zhejiang University of Technology,CN,0.0,1.0,1
https://openalex.org/A5101586254,0,2015,Josep Vidal,Universitat de Vic - Universitat Central de Catalunya,ES,0.0,0.0,0
https://openalex.org/A5100377679,0,2015,Qi Yu,Wenzhou Medical University,CN,0.0,0.0,0
https://openalex.org/A5113824007,0,2015,Muke Bai,North China Electric Power University,CN,0.0,1.0,1
https://openalex.org/A5101665447,0,2015,Jian Wu,Nanjing University of Science and Technology,CN,0.0,1.0,1
https://openalex.org/A5059881838,0,2015,Ardiansyah Koeshidayatullah,King Fahd University of Petroleum and Minerals,SA,0.0,0.0,0
https://openalex.org/A5090654872,0,2015,Van Tu Duong,Vietnam National University Ho Chi Minh City,VN,0.0,1.0,1
https://openalex.org/A5100702458,0,2015,Dong Lin,Beihua University,CN,0.0,0.0,0
https://openalex.org/A5055400388,0,2015,Karim G. Seddik,Queen's University Belfast,GB,0.0,1.0,1
https://openalex.org/A5026197960,0,2015,Jue Gong,Beijing Technology and Business University,CN,0.0,0.0,0
https://openalex.org/A5087297938,0,2015,Sarika Khushalani Solanki,West Virginia University,US,0.0,0.0,0
https://openalex.org/A5101715421,0,2015,Fei Song,Institute of Cancer Research,GB,0.0,0.0,0
https://openalex.org/A5036400384,0,2015,Sanmukh Kaur,Ambedkar University Delhi,IN,0.0,0.0,0
https://openalex.org/A5011582677,0,2015,Sandeep Yadav,Indian Institute of Science Education and Research Kolkata,IN,0.0,0.0,0
https://openalex.org/A5101551579,0,2015,Zhilin Sun,Tianjin University,CN,0.0,1.0,1
https://openalex.org/A5109439495,0,2015,Troels Sørensen,Ørsted (Denmark),DK,0.0,0.0,0
https://openalex.org/A5050154349,0,2015,Ho‐Jun Jang,University of Sydney,AU,0.0,1.0,1
https://openalex.org/A5054666798,0,2015,Haibing Hu,Huazhong University of Science and Technology,CN,0.0,1.0,1
https://openalex.org/A5049412007,0,2015,Yingting Liu,Amgen (United States),US,1.0,0.0,1
https://openalex.org/A5073273614,0,2015,Dahai Han,Beijing University of Posts and Telecommunications,CN,0.0,1.0,1
https://openalex.org/A5100665826,0,2015,Aditya Sharma,National Institute of Technology Karnataka,IN,0.0,1.0,1
https://openalex.org/A5031249767,0,2015,Zhengqing Zhang,Tianjin Polytechnic University,CN,0.0,0.0,0
https://openalex.org/A5076981448,0,2015,Alireza Siadatan,York University,CA,0.0,1.0,1
https://openalex.org/A5101571479,0,2015,Qingwen Li,Chinese Academy of Sciences,CN,0.0,0.0,0
https://openalex.org/A5100719901,0,2015,Xin Lu,University of Science and Technology Liaoning,CN,0.0,0.0,0
https://openalex.org/A5083327774,0,2015,Antonio Lavecchia,Federico II University Hospital,IT,0.0,0.0,0
https://openalex.org/A5025857432,0,2015,Michiaki Hamada,Waseda University,JP,0.0,1.0,1
https://openalex.org/A5053063110,0,2015,Michael Buric,United States Department of Energy,US,0.0,0.0,0
https://openalex.org/A5019949140,0,2015,Tao Jia,Beijing Institute of Technology,CN,0.0,1.0,1
https://openalex.org/A5043731325,0,2015,Jie Shan,Tongji University,CN,0.0,1.0,1
https://openalex.org/A5033914255,0,2015,Mustafa İncı,Bursa Uludağ Üni̇versi̇tesi̇,TR,0.0,0.0,0
https://openalex.org/A5005172086,0,2015,Pravat Kumar Ray,National Institute of Technology Rourkela,IN,0.0,1.0,1
https://openalex.org/A5030353833,0,2015,Jimmy Chih‐Hsien Peng,National University of Singapore,SG,0.0,1.0,1
https://openalex.org/A5083201945,0,2015,Peggy Farnham,University of Southern California,US,0.0,1.0,1
https://openalex.org/A5088382926,0,2015,Francesco Castelli Dezza,Politecnico di Milano,IT,0.0,1.0,1
https://openalex.org/A5003598944,0,2015,Marc Tiebout,Intel (United States),US,1.0,0.0,1
https://openalex.org/A5084722425,0,2015,Ming Liu,Shanghai Jiao Tong University,CN,0.0,1.0,1
https://openalex.org/A5102848203,0,2015,Wenzel Jakob,École Polytechnique Fédérale de Lausanne,CH,0.0,1.0,1
https://openalex.org/A5029489757,0,2015,Narayana Prasad Padhy,Indian Institute of Technology Roorkee,IN,0.0,1.0,1
https://openalex.org/A5085867168,0,2015,Zhenyu Kong,Virginia Tech,US,0.0,1.0,1
https://openalex.org/A5037732794,0,2015,Rubén Juanes,Massachusetts Institute of Technology,US,0.0,1.0,1
https://openalex.org/A5067490784,0,2015,G. Spiazzi,University of Padua,IT,0.0,0.0,0
https://openalex.org/A5058960799,0,2015,Gerald T. Seidler,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5067103026,0,2015,Guijun Xian,Universiti Sains Malaysia,MY,0.0,1.0,1
https://openalex.org/A5055093558,0,2015,S. Yang,Seoul National University,KR,0.0,1.0,1
https://openalex.org/A5012411069,0,2015,Elizabeth R. Jacobs,Medical College of Wisconsin,US,0.0,0.0,0
https://openalex.org/A5075499463,0,2015,Yuri Shprits,Planetary Science Institute,US,0.0,0.0,0
https://openalex.org/A5061639181,0,2015,Christos Volos,Aristotle University of Thessaloniki,GR,0.0,1.0,1
https://openalex.org/A5064230603,0,2015,Matthias U. Kassack,Heinrich Heine University Düsseldorf,DE,0.0,0.0,0
https://openalex.org/A5005791318,0,2015,Ellen Riloff,University of Arizona,US,0.0,1.0,1
https://openalex.org/A5061706594,0,2015,Cheng Hu,University of Hong Kong,HK,0.0,0.0,0
https://openalex.org/A5027562890,0,2015,Shigeru Nakai,Nihon University,JP,0.0,0.0,0
https://openalex.org/A5051922909,0,2015,Birgit Geoerger,Inserm,FR,0.0,0.0,0
https://openalex.org/A5017990990,0,2015,Lieven Vandenberghe,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5100683545,0,2015,Ang Chen,Chongqing University,CN,0.0,1.0,1
https://openalex.org/A5061619810,0,2015,Zhenhua Lin,Xidian University,CN,0.0,1.0,1
https://openalex.org/A5044034136,0,2015,N. Mithulananthan,Queensland University of Technology,AU,0.0,1.0,1
https://openalex.org/A5062413297,0,2015,Tingting Tang,Boston University,US,0.0,1.0,1
https://openalex.org/A5048363162,0,2015,Gedske Daugaard,Copenhagen University Hospital,DK,0.0,0.0,0
https://openalex.org/A5029048001,0,2015,Joan Albanell,Universitat Pompeu Fabra,ES,0.0,1.0,1
https://openalex.org/A5025793594,0,2015,Émile Daraï,Sorbonne Université,FR,0.0,0.0,0
https://openalex.org/A5006620203,0,2015,Marco Heurich,National Park Service,US,0.0,0.0,0
https://openalex.org/A5006789499,0,2015,Shinichiro Fujimori,International Institute for Applied Systems Analysis,AT,0.0,1.0,1
https://openalex.org/A5066518317,0,2015,Francesco Bertoni,Ente Ospedaliero Cantonale,CH,0.0,0.0,0
https://openalex.org/A5054255291,0,2015,Volker Musahl,University of Pittsburgh,US,0.0,1.0,1
https://openalex.org/A5008039780,0,2015,Anthony Ephremides,Linköping University,SE,0.0,1.0,1
https://openalex.org/A5100396255,0,2015,Ping Xu,New Mexico State University,US,0.0,0.0,0
https://openalex.org/A5069392685,0,2015,John Shepherd,University of Hawaiʻi at Mānoa,US,0.0,0.0,0
https://openalex.org/A5082372978,0,2015,Junya Fujimoto,Hiroshima University,JP,0.0,1.0,1
https://openalex.org/A5020852263,1,2016,Alasdair R. Gunn,University of Oxford,GB,0.0,1.0,1
https://openalex.org/A5013224760,1,2016,Sonia Serrano Fandos,Institute of Cancer Research,GB,0.0,0.0,0
https://openalex.org/A5044972820,1,2016,Srikala S. Sridhar,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5108096147,1,2016,Henry Q. Xiong,Center for Cancer and Blood Disorders,US,0.0,0.0,0
https://openalex.org/A5036025144,1,2016,Maria Sofotasiou,National Technical University of Athens,GR,0.0,1.0,1
https://openalex.org/A5100427889,1,2016,Ting Wang,Fujian Medical University,CN,0.0,0.0,0
https://openalex.org/A5035916958,1,2016,Jatinder Gulani,Frederick National Laboratory for Cancer Research,US,0.0,0.0,0
https://openalex.org/A5073805716,1,2016,Rahman Mohammad,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5103141132,1,2016,P Sahin,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5031382816,1,2016,Elien Vermeersch,Ghent University,BE,0.0,1.0,1
https://openalex.org/A5057359599,1,2016,K.M. Bell-McGuinn,Memorial Sloan Kettering Cancer Center,US,0.0,0.0,0
https://openalex.org/A5084149387,1,2016,Mark Womack,Centennial Medical Center,US,0.0,0.0,0
https://openalex.org/A5103061970,1,2016,Takuhei Yokoyama,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5007089638,1,2016,Vasiliki Papadopoulou,Agricultural University of Athens,GR,0.0,0.0,0
https://openalex.org/A5090079560,1,2016,Yungen Xu,China Pharmaceutical University,CN,0.0,1.0,1
https://openalex.org/A5104110103,1,2016,Melissa Paoloni,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5036916387,1,2016,Wolfgang Oster,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5081695539,1,2016,Tamer Alkhouli,QED Labs,US,0.0,0.0,0
https://openalex.org/A5008165450,1,2016,Rory K. Morgan,Oregon Health & Science University,US,0.0,0.0,0
https://openalex.org/A5013217428,1,2016,Mona Parmar,Institute of Cancer Research,GB,0.0,0.0,0
https://openalex.org/A5101904572,1,2016,Ying Feng,Quanzhou Normal University,CN,0.0,0.0,0
https://openalex.org/A5047982869,1,2016,James R. Hitchin,Loughborough University,GB,0.0,1.0,1
https://openalex.org/A5010425811,1,2016,Vasiliki Michalarea,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5052218122,1,2016,Stephanie Hampp,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5021787511,1,2016,Alison Turner,Institute of Cancer Research,GB,0.0,0.0,0
https://openalex.org/A5085923503,1,2016,Jason D. Lickliter,Breast Cancer Network Australia,AU,0.0,0.0,0
https://openalex.org/A5004418039,1,2016,Juliet Wolford,"University of California, Irvine Medical Center",US,0.0,1.0,1
https://openalex.org/A5005411806,1,2016,Lemao Liu,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5015224704,1,2016,Barbara Haley,The University of Texas Southwestern Medical Center,US,0.0,1.0,1
https://openalex.org/A5086834773,1,2016,P. Hornyak,University of Veterinary Medicine,HU,0.0,0.0,0
https://openalex.org/A5080114704,1,2016,Karla K. Rodgers,University of Oklahoma Health Sciences Center,US,0.0,0.0,0
https://openalex.org/A5036585614,1,2016,Helena Ćetković,Ruđer Bošković Institute,HR,0.0,0.0,0
https://openalex.org/A5059513855,1,2016,Qihua Zhu,China Pharmaceutical University,CN,0.0,1.0,1
https://openalex.org/A5100626273,1,2016,Junghoon Lee,"University of Nevada, Reno",US,0.0,0.0,0
https://openalex.org/A5045426561,1,2016,Chiara Benedetto,Ospedale Sant'Anna,IT,0.0,0.0,0
https://openalex.org/A5053269103,1,2016,Steven T. Sizemore,The Ohio State University,US,0.0,1.0,1
https://openalex.org/A5033277562,1,2016,Tatum Spagnoletti,Dana-Farber Cancer Institute,US,0.0,0.0,0
https://openalex.org/A5026226793,1,2016,Debora Keunyoung Kim,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5033746169,1,2016,Ashlesha Kadam,Institute of Genomics and Integrative Biology,IN,0.0,0.0,0
https://openalex.org/A5076006564,1,2016,Esther H. Lips,Peter the Great St. Petersburg Polytechnic University,RU,0.0,1.0,1
https://openalex.org/A5005433549,1,2016,Konstantin Golovine,Temple University,US,0.0,1.0,1
https://openalex.org/A5034688833,1,2016,Iulian Vlad Serban,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5012232215,1,2016,Giody Bartolomei,AGSB University,CH,0.0,0.0,0
https://openalex.org/A5069148969,1,2016,Jin‐Xue He,Tianjin Polytechnic University,CN,0.0,0.0,0
https://openalex.org/A5062094994,1,2016,Fei Huang,Gilead Sciences (United States),US,0.0,0.0,0
https://openalex.org/A5070411005,1,2016,Andrew H. Ko,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5100387675,1,2016,Hui Liu,Hubei University of Medicine,CN,0.0,0.0,0
https://openalex.org/A5003475259,1,2016,Nicholas D. Lakin,University of Oxford,GB,0.0,1.0,1
https://openalex.org/A5110047769,1,2016,Dianna Shipley,Sarah Cannon,US,0.0,0.0,0
https://openalex.org/A5101941119,1,2016,Arnab Ray Chaudhuri,Erasmus MC,NL,0.0,0.0,0
https://openalex.org/A5000190108,1,2016,Peiguang Jing,Guangxi University,CN,0.0,0.0,0
https://openalex.org/A5017645198,1,2016,Jai N. Patel,"Rutgers, The State University of New Jersey",US,0.0,0.0,0
https://openalex.org/A5013805263,1,2016,Cristina Cruz,Instituto de Salud del Estado de México,MX,0.0,0.0,0
https://openalex.org/A5013917173,1,2016,Ze‐Hong Miao,Shanghai Institute of Materia Medica,CN,0.0,0.0,0
https://openalex.org/A5026976186,1,2016,Andreja Mikoč,Ruđer Bošković Institute,HR,0.0,0.0,0
https://openalex.org/A5037227867,1,2016,Luca Palazzo,Federico II University Hospital,IT,0.0,0.0,0
https://openalex.org/A5046669491,1,2016,Heather H. Cheng,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa,ZA,0.0,0.0,0
https://openalex.org/A5062746071,1,2016,A. Ariza,University of Sheffield,GB,0.0,0.0,0
https://openalex.org/A5087274249,1,2016,Barbara Jung,University of California San Diego,US,0.0,1.0,1
https://openalex.org/A5088800346,1,2016,Peter Chi,National Taipei University of Technology,TW,0.0,1.0,1
https://openalex.org/A5014699738,1,2016,Yoshinori Dobashi,Hokkaido University of Science,JP,0.0,1.0,1
https://openalex.org/A5100663496,1,2016,Jiadong Wang,Xidian University,CN,0.0,1.0,1
https://openalex.org/A5051494466,1,2016,Meredith Buxton,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5032385190,1,2016,Marianne Farnebo,Karolinska Institutet,SE,0.0,0.0,0
https://openalex.org/A5033318800,1,2016,Eiichiro Sumita,National Institute of Information and Communications Technology,JP,0.0,0.0,0
https://openalex.org/A5100758099,1,2016,Jiwei Li,State Grid Corporation of China (China),CN,1.0,1.0,1
https://openalex.org/A5023565676,1,2016,X. Wei Meng,Xinjiang Medical University,CN,0.0,0.0,0
https://openalex.org/A5060573126,1,2016,Yvette Drew,University of British Columbia,CA,0.0,1.0,1
https://openalex.org/A5039564965,1,2016,Jessica Wagner,German Center for Neurodegenerative Diseases,DE,0.0,0.0,0
https://openalex.org/A5057693146,1,2016,Bill Dolan,Microsoft (United States),US,1.0,0.0,1
https://openalex.org/A5076178845,1,2016,Gillian L. Hirst,"University of California, San Francisco",US,0.0,1.0,1
https://openalex.org/A5107946102,1,2016,Ashish Sanil,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5030061309,1,2016,Fiammetta Monacelli,Ospedale Policlinico San Martino,IT,0.0,0.0,0
https://openalex.org/A5006471805,1,2016,Leslie B. Gordon,Boston Children's Hospital,US,0.0,0.0,0
https://openalex.org/A5031789995,1,2016,Łukasz Kaiser,Google (United States),US,1.0,0.0,1
https://openalex.org/A5057214962,1,2016,Yaacov Richard Lawrence,Sheba Medical Center,IL,0.0,0.0,0
https://openalex.org/A5012681752,1,2016,Ulrike Nitz,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5053130109,1,2016,Roko Žaja,RWTH Aachen University,DE,0.0,1.0,1
https://openalex.org/A5047959368,1,2016,Angela Celetti,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5057382599,1,2016,Ralph E. Parchment,Leidos (United States),US,0.0,0.0,0
https://openalex.org/A5100341074,1,2016,Nan Li,The University of Texas MD Anderson Cancer Center,US,0.0,1.0,1
https://openalex.org/A5100747801,1,2016,Tae‐Yong Kim,Seoul National University,KR,0.0,1.0,1
https://openalex.org/A5032401979,1,2016,Udai Banerji,Royal Marsden NHS Foundation Trust,GB,0.0,0.0,0
https://openalex.org/A5003769038,1,2016,Pin‐Lan Li,Virginia Commonwealth University,US,0.0,0.0,0
https://openalex.org/A5035284084,1,2016,Matthew H. Law,Queensland University of Technology,AU,0.0,1.0,1
https://openalex.org/A5085732690,1,2016,Suzanne Carreira,Institute of Cancer Research,GB,0.0,0.0,0
https://openalex.org/A5027952276,1,2016,Stefania Staibano,Federico II University Hospital,IT,0.0,0.0,0
https://openalex.org/A5058266096,1,2016,Claudia Lukas,Johns Hopkins University,US,0.0,1.0,1
https://openalex.org/A5100679503,1,2016,Jiping Wang,Shanxi Agricultural University,CN,0.0,0.0,0
https://openalex.org/A5062149227,1,2016,Elena Ioana Braicu,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5076651586,1,2016,Wojciech Zaremba,Unknown,Unknown,0.0,0.0,0
https://openalex.org/A5108833264,1,2016,Niklas Loman,Lund University,SE,0.0,1.0,1
https://openalex.org/A5051766961,1,2016,Clemens Steegborn,University of Bayreuth,DE,0.0,0.0,0
https://openalex.org/A5084362937,1,2016,Odilia Popanda,German Cancer Research Center,DE,0.0,0.0,0
https://openalex.org/A5062071343,1,2016,Diego Megı́as,Instituto de Salud Carlos III,ES,0.0,0.0,0
https://openalex.org/A5100728762,1,2016,Yong Rui,Fujian Normal University,CN,0.0,0.0,0
https://openalex.org/A5059281644,1,2016,Mike Schutkowski,Martin Luther University Halle-Wittenberg,DE,0.0,0.0,0
https://openalex.org/A5100397981,1,2016,Yue Yu,Kunming University of Science and Technology,CN,0.0,0.0,0
https://openalex.org/A5041126882,1,2016,Maha Hussain,Robert H. Lurie Comprehensive Cancer Center of Northwestern University,US,0.0,1.0,1
https://openalex.org/A5073293203,1,2016,Ettore Capoluongo,Azienda Ospedaliera San Giovanni Addolorata,IT,0.0,0.0,0
https://openalex.org/A5047214928,1,2016,Curt I. Civin,"University of Maryland, Baltimore",US,0.0,1.0,1
https://openalex.org/A5068674408,1,2016,Lucas Liaudet,University of Lausanne,CH,0.0,1.0,1
https://openalex.org/A5109068159,1,2016,S.B. Kaye,University of Liverpool,GB,0.0,1.0,1
https://openalex.org/A5072607124,1,2016,Raúl Mostoslavsky,Broad Institute,US,0.0,0.0,0
https://openalex.org/A5070254609,1,2016,Conxi Lázaro,Institut Català d'Ornitologia,ES,0.0,0.0,0
https://openalex.org/A5010644833,1,2016,Óscar Fernández-Capetillo,Science for Life Laboratory,SE,0.0,0.0,0
https://openalex.org/A5032768695,1,2016,Jian‐Hua Mao,Ningbo University,CN,0.0,0.0,0
https://openalex.org/A5012839091,1,2016,Antonello Mai,Unknown,Unknown,0.0,0.0,0
